2025-04-04 16:24:55,547 - INFO - Step: 100, Return: -0.0076, Equity: 0.9668, Turnover: 0.0000
2025-04-04 16:24:57,206 - INFO - Step: 200, Return: 0.0006, Equity: 1.0336, Turnover: 2.0000
2025-04-04 16:24:58,855 - INFO - Step: 300, Return: 0.0009, Equity: 1.0186, Turnover: 0.0000
2025-04-04 16:25:00,510 - INFO - Step: 400, Return: 0.0001, Equity: 1.0768, Turnover: 2.0000
2025-04-04 16:25:02,211 - INFO - Step: 500, Return: 0.0066, Equity: 1.1205, Turnover: 2.0000
2025-04-04 16:25:03,914 - INFO - Step: 600, Return: 0.0005, Equity: 1.2818, Turnover: 0.0000
2025-04-04 16:25:05,577 - INFO - Step: 700, Return: 0.0207, Equity: 1.2326, Turnover: 2.0000
2025-04-04 16:25:07,242 - INFO - Step: 800, Return: -0.0069, Equity: 0.7691, Turnover: 0.0000
2025-04-04 16:25:08,908 - INFO - Step: 900, Return: -0.0229, Equity: 0.8550, Turnover: 0.0000
2025-04-04 16:25:10,577 - INFO - Step: 1000, Return: -0.0073, Equity: 0.8461, Turnover: 2.0000
2025-04-04 16:25:10,578 - INFO - No complete episodes at timestep 1000
2025-04-04 16:25:12,546 - INFO - Step: 1100, Return: 0.0053, Equity: 0.8989, Turnover: 2.0000
2025-04-04 16:25:14,195 - INFO - Step: 1200, Return: 0.0053, Equity: 1.0528, Turnover: 0.0000
2025-04-04 16:25:15,853 - INFO - Step: 1300, Return: 0.0000, Equity: 1.1070, Turnover: 0.0000
2025-04-04 16:25:17,509 - INFO - Step: 1400, Return: -0.0063, Equity: 1.0567, Turnover: 0.0000
2025-04-04 16:25:19,170 - INFO - Step: 1500, Return: -0.0285, Equity: 1.0985, Turnover: 0.0000
2025-04-04 16:25:20,847 - INFO - Step: 1600, Return: 0.0000, Equity: 0.9498, Turnover: 2.0000
2025-04-04 16:25:22,522 - INFO - Step: 1700, Return: -0.0013, Equity: 1.0537, Turnover: 0.0000
2025-04-04 16:25:24,187 - INFO - Step: 1800, Return: 0.0021, Equity: 1.1451, Turnover: 2.0000
2025-04-04 16:25:25,858 - INFO - Step: 1900, Return: 0.0232, Equity: 1.2062, Turnover: 2.0000
2025-04-04 16:25:27,508 - INFO - Step: 2000, Return: 0.0000, Equity: 1.1901, Turnover: 2.0000
2025-04-04 16:25:27,510 - INFO - No complete episodes at timestep 2000
2025-04-04 16:25:29,655 - INFO - Step: 2100, Return: 0.0000, Equity: 1.1403, Turnover: 2.0000
2025-04-04 16:25:31,304 - INFO - Step: 2200, Return: -0.0010, Equity: 1.1447, Turnover: 2.0000
2025-04-04 16:25:32,946 - INFO - Step: 2300, Return: 0.0014, Equity: 1.2267, Turnover: 0.0000
2025-04-04 16:25:34,574 - INFO - Step: 2400, Return: -0.0134, Equity: 1.3373, Turnover: 0.0000
2025-04-04 16:25:36,220 - INFO - Step: 2500, Return: -0.0034, Equity: 1.3360, Turnover: 0.0000
2025-04-04 16:25:37,857 - INFO - Step: 2600, Return: 0.0082, Equity: 1.2537, Turnover: 0.0000
2025-04-04 16:25:39,486 - INFO - Step: 2700, Return: 0.0008, Equity: 1.2376, Turnover: 0.0000
2025-04-04 16:25:41,115 - INFO - Step: 2800, Return: -0.0081, Equity: 1.2316, Turnover: 0.0000
2025-04-04 16:25:42,744 - INFO - Step: 2900, Return: 0.0054, Equity: 1.2600, Turnover: 0.0000
2025-04-04 16:25:44,370 - INFO - Step: 3000, Return: 0.0017, Equity: 1.1714, Turnover: 0.0000
2025-04-04 16:25:44,371 - INFO - No complete episodes at timestep 3000
2025-04-04 16:25:46,221 - INFO - Step: 3100, Return: -0.0017, Equity: 1.2142, Turnover: 2.0000
2025-04-04 16:25:47,874 - INFO - Step: 3200, Return: 0.0049, Equity: 1.4310, Turnover: 2.0000
2025-04-04 16:25:49,522 - INFO - Step: 3300, Return: -0.0079, Equity: 1.4968, Turnover: 0.0000
2025-04-04 16:25:51,171 - INFO - Step: 3400, Return: -0.0061, Equity: 1.3991, Turnover: 0.0000
2025-04-04 16:25:52,818 - INFO - Step: 3500, Return: 0.0025, Equity: 1.4083, Turnover: 2.0000
2025-04-04 16:25:54,472 - INFO - Step: 3600, Return: 0.0068, Equity: 1.5393, Turnover: 0.0000
2025-04-04 16:25:56,132 - INFO - Step: 3700, Return: -0.0781, Equity: 1.2985, Turnover: 2.0000
2025-04-04 16:25:57,782 - INFO - Step: 3800, Return: 0.0073, Equity: 1.2066, Turnover: 2.0000
2025-04-04 16:25:59,429 - INFO - Step: 3900, Return: -0.0045, Equity: 1.1408, Turnover: 2.0000
2025-04-04 16:26:01,079 - INFO - Step: 4000, Return: 0.0022, Equity: 1.1469, Turnover: 0.0000
2025-04-04 16:26:01,081 - INFO - No complete episodes at timestep 4000
2025-04-04 16:26:03,322 - INFO - Step: 4100, Return: 0.0167, Equity: 1.1087, Turnover: 2.0000
2025-04-04 16:26:04,973 - INFO - Step: 4200, Return: 0.0047, Equity: 1.1148, Turnover: 0.0000
2025-04-04 16:26:06,627 - INFO - Step: 4300, Return: 0.0018, Equity: 0.9452, Turnover: 2.0000
2025-04-04 16:26:08,289 - INFO - Step: 4400, Return: -0.0206, Equity: 0.8588, Turnover: 0.0000
2025-04-04 16:26:09,943 - INFO - Step: 4500, Return: 0.0145, Equity: 0.9592, Turnover: 2.0000
2025-04-04 16:26:11,604 - INFO - Step: 4600, Return: -0.0073, Equity: 1.1036, Turnover: 0.0000
2025-04-04 16:26:13,264 - INFO - Step: 4700, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:14,926 - INFO - Step: 4800, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:16,590 - INFO - Step: 4900, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:18,251 - INFO - Step: 5000, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:18,253 - INFO - No complete episodes at timestep 5000
2025-04-04 16:26:20,145 - INFO - Step: 5100, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:21,804 - INFO - Step: 5200, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:23,455 - INFO - Step: 5300, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:25,111 - INFO - Step: 5400, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:26,766 - INFO - Step: 5500, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:28,415 - INFO - Step: 5600, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:30,073 - INFO - Step: 5700, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:31,734 - INFO - Step: 5800, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:33,384 - INFO - Step: 5900, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:35,039 - INFO - Step: 6000, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:35,040 - INFO - No complete episodes at timestep 6000
2025-04-04 16:26:36,947 - INFO - Step: 6100, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:38,871 - INFO - Step: 6200, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:40,534 - INFO - Step: 6300, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:42,194 - INFO - Step: 6400, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:43,848 - INFO - Step: 6500, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:45,521 - INFO - Step: 6600, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:47,183 - INFO - Step: 6700, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:48,847 - INFO - Step: 6800, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:50,509 - INFO - Step: 6900, Return: 0.0000, Equity: 1.2088, Turnover: 2.0000
2025-04-04 16:26:52,166 - INFO - Step: 7000, Return: 0.0000, Equity: 1.2088, Turnover: 0.0000
2025-04-04 16:26:52,167 - INFO - No complete episodes at timestep 7000
